Job Title,Company,Industry,City,Experience,Employment Type,Work Mode,Company Email,Description,Posted Date
Civil Engineer,Adani Group,Construction,Pune,5+ Years,Full Time,On-site,careers@adanigroup.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2025-12-28
Mechanical Engineer,Adani Group,Construction,Noida,1-3 Years,Full Time,On-site,careers@adanigroup.com,Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2026-01-06
Civil Engineer,Adani Group,Construction,Patna,5+ Years,Full Time,On-site,careers@adanigroup.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2026-01-07
Civil Engineer,Adani Group,Construction,Chennai,Fresher,Full Time,On-site,careers@adanigroup.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2026-01-07
Site Supervisor,Adani Group,Construction,Noida,5+ Years,Contract,On-site,careers@adanigroup.com,Ensure safety standards and material quality. Monitor project progress and report to management. Supervise construction activities at the site. Coordinate with engineers and contractors.,2026-01-08
Project Coordinator,Adani Group,Construction,Patna,0-1 Years,Full Time,On-site,careers@adanigroup.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-10
Site Supervisor,Adani Group,Construction,Hyderabad,5+ Years,Full Time,On-site,careers@adanigroup.com,Schedule labor and resources efficiently to meet deadlines. Supervise construction activities at the site. Monitor project progress and report to management. Coordinate with engineers and contractors.,2026-01-20
Warehouse Manager,Amazon India,Retail,Nagpur,1-3 Years,Full Time,On-site,careers@amazonindia.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2025-11-21
Warehouse Manager,Amazon India,Retail,Lucknow,0-1 Years,Full Time,On-site,careers@amazonindia.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2025-11-21
Operations Executive,Amazon India,Retail,Delhi,5+ Years,Contract,Hybrid,careers@amazonindia.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-11-22
Sales Manager,Amazon India,Retail,Noida,0-1 Years,Full Time,On-site,careers@amazonindia.com,Negotiate contracts and maintain customer satisfaction. Prepare sales reports and presentations for management. Develop sales strategies and manage client relationships. Analyze market trends and customer needs.,2025-11-25
Sales Manager,Amazon India,Retail,Noida,0-1 Years,Full Time,On-site,careers@amazonindia.com,Develop sales strategies and manage client relationships. Prepare sales reports and presentations for management. Negotiate contracts and maintain customer satisfaction. Analyze market trends and customer needs.,2025-11-29
Customer Support Executive,Amazon India,Retail,Noida,3-5 Years,Full Time,On-site,careers@amazonindia.com,Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2025-12-03
Warehouse Manager,Amazon India,Retail,Chennai,1-3 Years,Full Time,On-site,careers@amazonindia.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2025-12-05
Customer Support Executive,Amazon India,Retail,Ahmedabad,Fresher,Full Time,On-site,careers@amazonindia.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2025-12-12
Warehouse Manager,Amazon India,Retail,Indore,1-3 Years,Full Time,On-site,careers@amazonindia.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-12-16
Sales Manager,Amazon India,Retail,Chennai,1-3 Years,Full Time,On-site,careers@amazonindia.com,Achieve monthly targets and lead the sales team. Develop sales strategies and manage client relationships. Negotiate contracts and maintain customer satisfaction. Analyze market trends and customer needs.,2025-12-17
Warehouse Manager,Amazon India,Retail,Chennai,Fresher,Full Time,On-site,careers@amazonindia.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-20
Warehouse Manager,Amazon India,Retail,Indore,3-5 Years,Full Time,On-site,careers@amazonindia.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-25
Sales Manager,Amazon India,Retail,Bhopal,0-1 Years,Full Time,On-site,careers@amazonindia.com,Develop sales strategies and manage client relationships. Negotiate contracts and maintain customer satisfaction. Prepare sales reports and presentations for management. Analyze market trends and customer needs.,2025-12-29
Customer Support Executive,Amazon India,Retail,Pune,1-3 Years,Full Time,On-site,careers@amazonindia.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2025-12-31
Warehouse Manager,Amazon India,Retail,Bhopal,Fresher,Full Time,On-site,careers@amazonindia.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2026-01-01
Warehouse Manager,Amazon India,Retail,Patna,3-5 Years,Full Time,On-site,careers@amazonindia.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-15
Sales Manager,Amazon India,Retail,Pune,3-5 Years,Full Time,On-site,careers@amazonindia.com,Develop sales strategies and manage client relationships. Negotiate contracts and maintain customer satisfaction. Achieve monthly targets and lead the sales team. Prepare sales reports and presentations for management.,2026-01-16
Sales Manager,Amazon India,Retail,Kolkata,0-1 Years,Full Time,On-site,careers@amazonindia.com,Achieve monthly targets and lead the sales team. Develop sales strategies and manage client relationships. Negotiate contracts and maintain customer satisfaction. Prepare sales reports and presentations for management.,2026-01-20
Staff Nurse,Apollo Hospitals,Healthcare,Jaipur,0-1 Years,Full Time,On-site,careers@apollohospitals.com,Communicate with patients and families about treatment plans. Monitor patient vitals and administer medications. Provide patient care and assist doctors in clinical procedures. Assist in emergency situations and routine checkups.,2025-11-24
Pharmacist,Apollo Hospitals,Healthcare,Hyderabad,Fresher,Full Time,On-site,careers@apollohospitals.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-11-25
Hospital Administrator,Apollo Hospitals,Healthcare,Indore,Fresher,Full Time,On-site,careers@apollohospitals.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-11-27
Staff Nurse,Apollo Hospitals,Healthcare,Mumbai,0-1 Years,Part Time,On-site,careers@apollohospitals.com,Provide patient care and assist doctors in clinical procedures. Monitor patient vitals and administer medications. Maintain medical records and ensure hygiene standards. Communicate with patients and families about treatment plans.,2025-11-28
Staff Nurse,Apollo Hospitals,Healthcare,Pune,Fresher,Full Time,On-site,careers@apollohospitals.com,Communicate with patients and families about treatment plans. Provide patient care and assist doctors in clinical procedures. Maintain medical records and ensure hygiene standards. Monitor patient vitals and administer medications.,2025-11-30
Staff Nurse,Apollo Hospitals,Healthcare,Ahmedabad,5+ Years,Full Time,On-site,careers@apollohospitals.com,Communicate with patients and families about treatment plans. Provide patient care and assist doctors in clinical procedures. Assist in emergency situations and routine checkups. Monitor patient vitals and administer medications.,2025-12-02
Pharmacist,Apollo Hospitals,Healthcare,Nagpur,Fresher,Full Time,On-site,careers@apollohospitals.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-12-09
Staff Nurse,Apollo Hospitals,Healthcare,Mumbai,3-5 Years,Part Time,On-site,careers@apollohospitals.com,Monitor patient vitals and administer medications. Communicate with patients and families about treatment plans. Maintain medical records and ensure hygiene standards. Assist in emergency situations and routine checkups.,2025-12-12
Hospital Administrator,Apollo Hospitals,Healthcare,Kolkata,1-3 Years,Full Time,On-site,careers@apollohospitals.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-13
Pharmacist,Apollo Hospitals,Healthcare,Nagpur,1-3 Years,Full Time,On-site,careers@apollohospitals.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2025-12-20
Hospital Administrator,Apollo Hospitals,Healthcare,Gurgaon,Fresher,Full Time,On-site,careers@apollohospitals.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2025-12-23
Staff Nurse,Apollo Hospitals,Healthcare,Pune,3-5 Years,Part Time,On-site,careers@apollohospitals.com,Communicate with patients and families about treatment plans. Maintain medical records and ensure hygiene standards. Provide patient care and assist doctors in clinical procedures. Assist in emergency situations and routine checkups.,2025-12-23
Staff Nurse,Apollo Hospitals,Healthcare,Chennai,5+ Years,Part Time,On-site,careers@apollohospitals.com,Monitor patient vitals and administer medications. Provide patient care and assist doctors in clinical procedures. Assist in emergency situations and routine checkups. Maintain medical records and ensure hygiene standards.,2025-12-30
Staff Nurse,Apollo Hospitals,Healthcare,Hyderabad,Fresher,Part Time,On-site,careers@apollohospitals.com,Monitor patient vitals and administer medications. Provide patient care and assist doctors in clinical procedures. Communicate with patients and families about treatment plans. Assist in emergency situations and routine checkups.,2026-01-03
Staff Nurse,Apollo Hospitals,Healthcare,Jaipur,0-1 Years,Part Time,On-site,careers@apollohospitals.com,Monitor patient vitals and administer medications. Communicate with patients and families about treatment plans. Assist in emergency situations and routine checkups. Maintain medical records and ensure hygiene standards.,2026-01-09
Hospital Administrator,Apollo Hospitals,Healthcare,Kolkata,3-5 Years,Full Time,On-site,careers@apollohospitals.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-11
Staff Nurse,Apollo Hospitals,Healthcare,Chennai,3-5 Years,Full Time,On-site,careers@apollohospitals.com,Communicate with patients and families about treatment plans. Monitor patient vitals and administer medications. Provide patient care and assist doctors in clinical procedures. Maintain medical records and ensure hygiene standards.,2026-01-15
Staff Nurse,Apollo Hospitals,Healthcare,Hyderabad,Fresher,Part Time,On-site,careers@apollohospitals.com,Provide patient care and assist doctors in clinical procedures. Assist in emergency situations and routine checkups. Monitor patient vitals and administer medications. Communicate with patients and families about treatment plans.,2026-01-17
Pharmacist,Apollo Hospitals,Healthcare,Patna,1-3 Years,Full Time,On-site,careers@apollohospitals.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2026-01-19
Hospital Administrator,Apollo Hospitals,Healthcare,Jaipur,Fresher,Full Time,On-site,careers@apollohospitals.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2026-01-20
Assistant Professor,Byju's,Education,Chennai,3-5 Years,Full Time,On-site,careers@byju's.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-11-21
Assistant Professor,Byju's,Education,Hyderabad,1-3 Years,Full Time,On-site,careers@byju's.com,Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2025-11-25
Assistant Professor,Byju's,Education,Chennai,1-3 Years,Full Time,On-site,careers@byju's.com,Support various tasks across teams as required. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-11-28
Teacher,Byju's,Education,Nagpur,0-1 Years,Full Time,On-site,careers@byju's.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2025-11-29
Teacher,Byju's,Education,Lucknow,3-5 Years,Full Time,On-site,careers@byju's.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-01
Teacher,Byju's,Education,Bengaluru,1-3 Years,Full Time,On-site,careers@byju's.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2025-12-03
Teacher,Byju's,Education,Noida,5+ Years,Part Time,On-site,careers@byju's.com,Support various tasks across teams as required. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-07
Assistant Professor,Byju's,Education,Indore,3-5 Years,Full Time,On-site,careers@byju's.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-17
Assistant Professor,Byju's,Education,Hyderabad,1-3 Years,Full Time,On-site,careers@byju's.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2025-12-21
Assistant Professor,Byju's,Education,Gurgaon,3-5 Years,Full Time,On-site,careers@byju's.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-12-25
Teacher,Byju's,Education,Bhopal,0-1 Years,Full Time,Hybrid,careers@byju's.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2025-12-29
Teacher,Byju's,Education,Noida,5+ Years,Part Time,On-site,careers@byju's.com,Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2026-01-01
Teacher,Byju's,Education,Bhopal,1-3 Years,Part Time,On-site,careers@byju's.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2026-01-02
Teacher,Byju's,Education,Hyderabad,1-3 Years,Full Time,On-site,careers@byju's.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2026-01-02
Teacher,Byju's,Education,Noida,Fresher,Part Time,Hybrid,careers@byju's.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2026-01-13
Teacher,Byju's,Education,Noida,Fresher,Part Time,Hybrid,careers@byju's.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2026-01-15
Assistant Professor,Byju's,Education,Mumbai,Fresher,Full Time,On-site,careers@byju's.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2026-01-17
Teacher,Byju's,Education,Noida,3-5 Years,Part Time,Hybrid,careers@byju's.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-17
Assistant Professor,Byju's,Education,Mumbai,0-1 Years,Full Time,On-site,careers@byju's.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2026-01-17
Teacher,Byju's,Education,Kolkata,3-5 Years,Part Time,On-site,careers@byju's.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-20
Customer Support Executive,Flipkart,Retail,Ahmedabad,5+ Years,Full Time,On-site,careers@flipkart.com,Support various tasks across teams as required. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-11-21
Sales Manager,Flipkart,Retail,Pune,0-1 Years,Full Time,On-site,careers@flipkart.com,Negotiate contracts and maintain customer satisfaction. Analyze market trends and customer needs. Achieve monthly targets and lead the sales team. Prepare sales reports and presentations for management.,2025-11-24
Customer Support Executive,Flipkart,Retail,Mumbai,5+ Years,Full Time,On-site,careers@flipkart.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-11-26
Customer Support Executive,Flipkart,Retail,Indore,Fresher,Full Time,On-site,careers@flipkart.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion.,2025-11-27
Warehouse Manager,Flipkart,Retail,Jaipur,1-3 Years,Full Time,On-site,careers@flipkart.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-12-01
Warehouse Manager,Flipkart,Retail,Mumbai,3-5 Years,Full Time,On-site,careers@flipkart.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards.,2025-12-12
Warehouse Manager,Flipkart,Retail,Ahmedabad,5+ Years,Full Time,On-site,careers@flipkart.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-12
Customer Support Executive,Flipkart,Retail,Ahmedabad,Fresher,Full Time,On-site,careers@flipkart.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2025-12-14
Customer Support Executive,Flipkart,Retail,Bhopal,1-3 Years,Full Time,On-site,careers@flipkart.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2025-12-27
Sales Manager,Flipkart,Retail,Ahmedabad,3-5 Years,Full Time,On-site,careers@flipkart.com,Negotiate contracts and maintain customer satisfaction. Achieve monthly targets and lead the sales team. Prepare sales reports and presentations for management. Analyze market trends and customer needs.,2026-01-03
Loan Officer,HDFC Bank,Banking & Finance,Mumbai,1-3 Years,Full Time,On-site,careers@hdfcbank.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-11-22
Loan Officer,HDFC Bank,Banking & Finance,Ahmedabad,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2025-11-24
Loan Officer,HDFC Bank,Banking & Finance,Delhi,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2025-11-30
Bank Clerk,HDFC Bank,Banking & Finance,Noida,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-02
Accountant,HDFC Bank,Banking & Finance,Lucknow,Fresher,Full Time,On-site,careers@hdfcbank.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-04
Accountant,HDFC Bank,Banking & Finance,Lucknow,0-1 Years,Full Time,On-site,careers@hdfcbank.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2025-12-06
Accountant,HDFC Bank,Banking & Finance,Jaipur,1-3 Years,Full Time,Remote,careers@hdfcbank.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2025-12-12
Bank Clerk,HDFC Bank,Banking & Finance,Jaipur,5+ Years,Full Time,On-site,careers@hdfcbank.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-22
Loan Officer,HDFC Bank,Banking & Finance,Kolkata,Fresher,Full Time,On-site,careers@hdfcbank.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2025-12-24
Accountant,HDFC Bank,Banking & Finance,Chennai,0-1 Years,Part Time,On-site,careers@hdfcbank.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-12-25
Bank Clerk,HDFC Bank,Banking & Finance,Jaipur,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-12-26
Bank Clerk,HDFC Bank,Banking & Finance,Patna,0-1 Years,Full Time,On-site,careers@hdfcbank.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2025-12-27
Loan Officer,HDFC Bank,Banking & Finance,Hyderabad,1-3 Years,Full Time,On-site,careers@hdfcbank.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-12-29
Accountant,HDFC Bank,Banking & Finance,Bhopal,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2025-12-31
Accountant,HDFC Bank,Banking & Finance,Indore,3-5 Years,Full Time,On-site,careers@hdfcbank.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2026-01-02
Accountant,HDFC Bank,Banking & Finance,Noida,0-1 Years,Part Time,Remote,careers@hdfcbank.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2026-01-06
Loan Officer,HDFC Bank,Banking & Finance,Chennai,1-3 Years,Full Time,On-site,careers@hdfcbank.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2026-01-11
Loan Officer,HDFC Bank,Banking & Finance,Kolkata,0-1 Years,Full Time,On-site,careers@hdfcbank.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2026-01-16
Accountant,HDFC Bank,Banking & Finance,Noida,3-5 Years,Part Time,Remote,careers@hdfcbank.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2026-01-17
Loan Officer,ICICI Bank,Banking & Finance,Pune,5+ Years,Full Time,On-site,careers@icicibank.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required.,2025-11-22
Bank Clerk,ICICI Bank,Banking & Finance,Hyderabad,5+ Years,Full Time,On-site,careers@icicibank.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-11-23
Accountant,ICICI Bank,Banking & Finance,Gurgaon,3-5 Years,Part Time,On-site,careers@icicibank.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-11-26
Accountant,ICICI Bank,Banking & Finance,Bhopal,5+ Years,Part Time,Remote,careers@icicibank.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2025-11-30
Bank Clerk,ICICI Bank,Banking & Finance,Kolkata,Fresher,Full Time,On-site,careers@icicibank.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2025-12-06
